Species,NCBI Taxon ID,Order,Family,Genus,CE_clathrin,CE_receptor,CE_glycoproteins,other,finished
Coronavirus red knot/p60/2006/GBR,643398,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Coronavirus oystercatcher/p17/2006/GBR,643399,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Coronavirus Anas/p42/2005/GBR,643400,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1001/2008,639242,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1002/2008,639243,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1003/2008,639244,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1004/2008,639245,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1006/2008,639246,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1009/2008,639247,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1010/2008,639248,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1012/2008,639249,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1013/2008,639250,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1014/2008,639251,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1015/2008,639252,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1016/2008,639253,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1017/2008,639254,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1019/2008,639255,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1020/2008,639256,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1021/2008,639257,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B1023/2008,639258,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B2004/2008,639259,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B2031/2008,639260,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B2032/2008,639261,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B2036/2008,639262,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B2039/2008,639263,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B3003/2008,639264,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B3004/2008,639265,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B3005/2008,639266,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B3006/2008,639267,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B3007/2008,639268,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B3025/2008,639269,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B3029/2008,639270,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B4021/2008,639271,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B5006/2008,639272,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B5009/2008,639273,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B5015/2008,639274,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B5018/2008,639275,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B5019/2008,639276,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B5020/2008,639277,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B5022/2008,639278,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B5023/2008,639279,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B5024/2008,639280,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Avian rotavirus turkey/Minnesota/B5035/2008,639281,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Fowl adenovirus 12,172858,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus wood pigeon/ER-2008/CZE,569163,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Chicken astrovirus 2,544801,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Ostrich orthoreovirus Ost1,524890,Reovirales,Spinareoviridae,Orthoreovirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus Berthelot's pipit/Porto Santo/V5PO/2006,565243,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Berthelot's pipit/Tenerife/blue titpox/2006,565244,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate 1739/2006,468376,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate 2634/1998,468377,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate PM9/2007,468380,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate PM33/2007,468378,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate PM34/2007,468379,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Flamingopox virus,503979,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Psittacine orthoreovirus AGPReo1983,489824,Reovirales,Spinareoviridae,Orthoreovirus,1.0,0.0,0.0,0.0,1.0
Corvus corone cornix 2002 orthoreovirus,381199,Reovirales,Spinareoviridae,Orthoreovirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus blackcap/CZE/2007,469620,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Plum headed parakeet adenovirus 1,461346,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PA153/05,408592,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus CVL,365620,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Vienna,405092,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Quail coronavirus Italy/Elvia/2005,431320,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Chicken enteric coronavirus,229103,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Avipoxvirus Peekham,365621,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Passerid herpesvirus 1,199702,Herpesvirales,Orthoherpesviridae,Iltovirus,0.0,0.0,1.0,0.0,1.0
Parrot coronavirus AV71/99,352849,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Virginian WCV avipoxvirus,365612,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Aplomado falcon AAV1,416277,Piccovirales,Parvoviridae,Dependoparvovirus,1.0,0.0,0.0,0.0,1.0
Aplomado falcon AAV2,416278,Piccovirales,Parvoviridae,Dependoparvovirus,1.0,0.0,0.0,0.0,1.0
Turkey astrovirus 3,298903,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Vulture herpesvirus,285986,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Avipoxvirus GB,365613,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate DD1258,263954,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate APIII,263959,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Heron hepatitis B virus,28300,Blubervirales,Hepadnaviridae,Avihepadnavirus,0.0,0.0,1.0,0.0,1.0
Hawaiian goose poxvirus,228177,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Vultur gryphus poxvirus,227305,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Lyssavirus australis,90961,Mononegavirales,Rhabdoviridae,Lyssavirus,0.0,0.0,1.0,0.0,1.0
Orthobornavirus bornaense,1714619,Mononegavirales,Bornaviridae,Orthobornavirus,0.0,0.0,1.0,0.0,1.0
Reovirus sp.,10891,Reovirales,,,0.0,1.0,0.0,0.0,1.0
Avian endogenous virus,11945,Ortervirales,Retroviridae,Alpharetrovirus,0.0,1.0,0.0,0.0,1.0
MLV-related retrovirus,53454,Ortervirales,Retroviridae,Gammaretrovirus,0.0,0.0,1.0,0.0,1.0
Avian myeloblastosis-associated virus,11960,Ortervirales,Retroviridae,Alpharetrovirus,0.0,1.0,0.0,0.0,1.0
IC4 retrovirus,36381,Ortervirales,Retroviridae,,0.0,0.0,1.0,0.0,1.0
JDV virus,12521,,,,,,,,
