,Species,Host,Total Count,GenBank Count,RefSeq Count,Completed Count
3948,Avipoxvirus isolate Wisconsin,Zenaida macroura,4,4,0,0
3949,Avipoxvirus isolate Wisconsin,Branta canadensis,4,4,0,0
3950,Avipoxvirus isolate Wisconsin,Buteo jamaicensis,2,2,0,0
3951,Avipoxvirus isolate Wisconsin,Anas platyrhynchos,2,2,0,0
3952,Avipoxvirus isolate Wisconsin,Catharus ustulatus,2,2,0,0
3953,Avipoxvirus isolate Wisconsin,Spheniscus humboldti,2,2,0,0
3954,Avipoxvirus isolate Wisconsin,Sturnus vulgaris,2,2,0,0
3955,Avipoxvirus isolate Texas,Anas fulvigula,2,2,0,0
3956,Avipoxvirus isolate Texas,Quiscalus quiscula,2,2,0,0
3957,Avipoxvirus isolate Texas,Quiscalus major,2,2,0,0
3958,Avipoxvirus isolate Texas,Turdus migratorius,2,2,0,0
3959,Avipoxvirus isolate New York,Anas platyrhynchos,2,2,0,0
3960,Avipoxvirus isolate New York,Amazona ochrocephala,2,2,0,0
3961,Avipoxvirus isolate Illinois,Zenaida macroura,2,2,0,0
3962,Avipoxvirus isolate Illinois,Junco hyemalis hyemalis,2,2,0,0
3963,Avipoxvirus isolate California,Zenaida macroura,2,2,0,0
3964,Avipoxvirus isolate California,Columba livia,2,2,0,0
3965,Avipoxvirus isolate California,Corvus corax,2,2,0,0
3966,Avipoxvirus isolate California,Uria aalge,2,2,0,0
3967,Avipoxvirus isolate Florida,Haliaeetus leucocephalus,6,6,0,0
3968,Avipoxvirus isolate Minnesota,Haliaeetus leucocephalus,2,2,0,0
3969,Avipoxvirus isolate Utah,Junco hyemalis hyemalis,2,2,0,0
3970,Avipoxvirus isolate Utah,Haemorhous mexicanus,2,2,0,0
3971,Avipoxvirus isolate Arizona,Haemorhous mexicanus,6,6,0,0
3972,Avipoxvirus isolate Arizona,Colinus virginianus ridgwayi,2,2,0,0
3973,Avipoxvirus isolate Oregon,Haemorhous mexicanus,6,6,0,0
3974,Avipoxvirus isolate Washington DC,Corvus brachyrhynchos,2,2,0,0
3975,Avipoxvirus isolate Galapagos Islands,Mimus parvulus,2,2,0,0
3976,Avipoxvirus isolate Galapagos Islands,Camarhynchus pallidus,2,2,0,0
3977,Avipoxvirus isolate Massachusetts,Corvus brachyrhynchos,2,2,0,0
3978,Avipoxvirus isolate Colorado,Pica hudsonia,2,2,0,0
3979,Avipoxvirus isolate the Netherlands,Spinus atratus,2,2,0,0
3980,Avipoxvirus isolate Maryland,Corvus brachyrhynchos,2,2,0,0
3981,Avipoxvirus isolate Maryland,Sturnus vulgaris,4,4,0,0
3982,Avipoxvirus isolate Pennsylvania,Corvus brachyrhynchos,2,2,0,0
3983,Avipoxvirus isolate Belgium,Pyrrhula pyrrhula,2,2,0,0
3984,Avipoxvirus isolate Mississippi,Antigone canadensis,2,2,0,0
3985,Avipoxvirus isolate Montana,Leucosticte tephrocotis,2,2,0,0
3986,Alphainfluenzavirus influenzae,Fringilla montifringilla,8,8,0,8
3987,Circovirus parrot,Cacatua pastinator,1,1,0,0
3988,Circovirus parrot,Aprosmictus erythropterus,2,2,0,2
3989,Circovirus parrot,Amazona amazonica,2,2,0,1
3990,Avipoxvirus VIC-02,Platycercus elegans,1,1,0,0
3991,Avipoxvirus VIC-08,Platycercus elegans,1,1,0,0
3992,BeAn 157575 virus,Pyriglena leucoptera,1,1,0,0
3993,Kannamangalam virus,Corvus splendens,1,1,0,0
3994,Navarro virus,Cathartes aura,1,1,0,0
3995,Sunrhavirus sandjimba,Acrocephalus schoenobaenus,2,2,0,0
3996,Alphainfluenzavirus influenzae,Sturnidae,1,1,0,0
3997,Mardivirus columbidalpha1,Falco peregrinus,2,2,0,0
3998,Mardivirus columbidalpha1,Buteo buteo,2,2,0,0
3999,Mardivirus columbidalpha1,Larus argentatus,1,1,0,0
4000,Mardivirus columbidalpha1,Accipiter gentilis,2,2,0,0
4001,Mardivirus columbidalpha1,Ardea cinerea,1,1,0,0
4002,Mardivirus columbidalpha1,Corvus cornix,1,1,0,0
4003,Mardivirus columbidalpha1,Falco tinnunculus,1,1,0,0
4004,Mardivirus columbidalpha1,Strix aluco,1,1,0,0
4005,Mardivirus columbidalpha1,Turdus philomelos,1,1,0,0
4006,Guinea fowl circovirus,Numididae,1,1,0,0
4007,Avastrovirus 2,Meleagris gallopavo,11,11,0,0
4008,Orthoavulavirus javaense,Columba,29,29,0,8
4009,Metaavulavirus delawarense,Anas acuta,2,2,0,2
4010,Avipoxvirus BL-2012,Parus major,1,1,0,0
4011,Avipoxvirus BL-2012,Prunella modularis,1,1,0,0
4012,Avipoxvirus BL-2012,Columba palumbus,2,2,0,0
4013,Avipoxvirus BL-2012,Sturnus vulgaris,1,1,0,0
4014,Avipoxvirus BL-2012,Columba livia,1,1,0,0
4015,Avipoxvirus BL-2012,Passer domesticus,1,1,0,0
4016,Cygnet River virus,Cairina moschata,1,1,0,0
4017,Avipoxvirus TMPV,Turdus merula,1,1,0,0
4018,Avastrovirus 2,Columba livia,3,3,0,0
4019,Avastrovirus 2,Spilopelia chinensis,2,2,0,0
4020,Avastrovirus 2,Ardeola,4,4,0,0
4021,Avastrovirus 1,Dendrocygna javanica,1,1,0,0
4022,Avastrovirus 1,Anas crecca,3,3,0,0
4023,Avastrovirus 1,Spatula clypeata,4,4,0,0
4024,Avastrovirus 1,Mareca penelope,6,6,0,0
4025,Avastrovirus 2,Platalea minor,1,1,0,0
4026,Avastrovirus 2,Tringa nebularia,1,1,0,0
4027,Avastrovirus 1,Anas acuta,3,3,0,0
4028,Avastrovirus 3,Mareca penelope,2,2,0,0
4029,Avian leukosis virus,Anas carolinensis,7,7,0,1
4030,Avian leukosis virus,Mareca penelope,3,3,0,0
4031,Avian leukosis virus,Spatula clypeata,1,1,0,0
4032,Avian leukosis virus,Phylloscopus inornatus,1,1,0,0
4033,Metaavulavirus hongkongense,Calidris ruficollis,1,1,0,1
4034,Circovirus parrot,Psephotus haematonotus,3,3,0,1
4035,Circovirus parrot,Cyanoramphus saisseti,1,1,0,1
4036,Parvovirus AC-2012,Meleagris gallopavo,2,2,0,0
4037,Parvovirus AC-2012,Gallus gallus,22,22,0,0
4038,Avipoxvirus strain Elsharqyia_PGPV,Meleagris gallopavo,1,1,0,0
4039,Fowlpox virus,Columbidae,2,2,0,0
4040,Avibirnavirus gumboroense,Meleagris,2,2,0,0
4041,Paraavulavirus hongkongense,Alopochen aegyptiaca,1,1,0,1
4042,Psittacid herpesvirus 3,Neopsephotus bourkii,1,1,0,0
4043,Duck flavivirus Anhui/2010,Cairina moschata,1,1,0,0
4044,Orthobornavirus alphapsittaciforme,Nestor notabilis,2,2,0,0
4045,Orthobornavirus alphapsittaciforme,Amazona xantholora,1,1,0,0
4046,Orthobornavirus alphapsittaciforme,Primolius couloni,1,1,0,0
4047,Avian coronavirus,Spheniscus magellanicus,4,4,0,0
4048,Orthoflavivirus tembusu,Columbidae,1,1,0,1
4049,Chicken astrovirus,Anas platyrhynchos,1,1,0,0
4050,Alphainfluenzavirus influenzae,Accipitriformes,8,8,0,8
4051,Orthoavulavirus javaense,Anser anser,1,1,0,0
4052,Circovirus parrot,Cyanoramphus auriceps,8,8,0,8
4053,Alphainfluenzavirus influenzae,Vanellus vanellus,5,5,0,0
4054,Alphainfluenzavirus influenzae,Aythya baeri,8,8,0,0
4055,Small anellovirus,Gallus gallus,6,6,0,0
4056,Farmington virus,Phasianus colchicus,1,1,0,1
4057,Avipoxvirus FMA-2012,Meleagris gallopavo,1,1,0,0
4058,Goose adenovirus 5,Anser anser domesticus,2,2,0,0
4059,Alphainfluenzavirus influenzae,Gallicrex cinerea,18,18,0,0
4060,Astrovirus CDB-2012,Numida meleagris,17,17,0,0
4061,Astrovirus CDB-2012,Meleagris gallopavo,1,1,0,0
4062,Avian paramyxovirus penguin/Espirito Santo-Brazil/2008,Spheniscidae,4,4,0,0
4063,Fowl aviadenovirus C,Psittacus erithacus,3,3,0,0
4064,Alphainfluenzavirus influenzae,Leptoptilos crumeniferus,8,8,0,0
4065,Alphainfluenzavirus influenzae,Accipiter nisus,8,8,0,0
4066,Guinea fowl astrovirus,Numida meleagris,1,1,0,0
4067,Orthoavulavirus javaense,Spheniscidae,12,12,0,1
4068,Duck hepatitis B virus,Anser anser,5,5,0,0
4069,Alphainfluenzavirus influenzae,Buteo,1,1,0,0
4070,Orthoavulavirus javaense,Coraciidae,4,4,0,0
4071,Orthoavulavirus javaense,Alectoris chukar,1,1,0,0
4072,Orthoavulavirus javaense,Fringillidae,1,1,0,0
4073,Orthoavulavirus javaense,Phoeniculus purpureus,1,1,0,0
4074,Orthoavulavirus javaense,Platycercus,1,1,0,0
4075,Avipoxvirus penguin/AP/ARG/2007,Spheniscus magellanicus,1,1,0,0
4076,Alphainfluenzavirus influenzae,Phalacrocorax carbo,24,24,0,0
4077,Picornavirus chicken/CHK1/USA/2010,Gallus gallus,1,1,0,0
4078,Picornavirus chicken/CHK165/USA/2010,Gallus gallus,1,1,0,0
4079,Picornavirus chicken/CHK168/USA/2010,Gallus gallus,1,1,0,0
4080,Picornavirus chicken/CHK175/USA/2010,Gallus gallus,1,1,0,0
4081,Picornavirus turkey/TRK24/USA/2010,Meleagris gallopavo,1,1,0,0
4082,Picornavirus turkey/TRK90/USA/2010,Meleagris gallopavo,1,1,0,0
4083,Picornavirus turkey/TRK91/USA/2010,Meleagris gallopavo,1,1,0,0
4084,Picornavirus chicken/CHK148/USA/2010,Gallus gallus,1,1,0,0
4085,Picornavirus turkey/TRK22/USA/2010,Meleagris gallopavo,1,1,0,0
4086,South polar skua adenovirus-2,Stercorarius maccormicki,1,1,0,0
4087,South polar skua adenovirus-3,Stercorarius maccormicki,1,1,0,0
4088,South polar skua adenovirus-4,Stercorarius maccormicki,1,1,0,0
4089,South polar skua adenovirus-5,Stercorarius maccormicki,1,1,0,0
4090,south polar skua adenovirus-6,Stercorarius maccormicki,1,1,0,0
4091,Alphainfluenzavirus influenzae,Cygnus columbianus jankowskii,8,8,0,0
4092,Alphainfluenzavirus influenzae,Drymotoxeres pucheranii,1,1,0,0
4093,Alphainfluenzavirus influenzae,Oenanthe isabellina,1,1,0,0
4094,Alphainfluenzavirus influenzae,Mergus merganser,10,10,0,0
4095,Alphainfluenzavirus influenzae,Circus aeruginosus,1,1,0,0
4096,Avastrovirus 2,Numididae,2,2,0,0
4097,Guinea fowl astrovirus,Numididae,23,23,0,0
4098,Flavivirus strain CJD05,Gallus gallus,1,1,0,0
4099,Phasianid herpesvirus 1,Polyplectron malacense,1,1,0,0
4100,Avian coronavirus,Spatula clypeata,23,23,0,0
4101,Avian coronavirus,Platalea minor,1,1,0,0
4102,Avian coronavirus,Phalacrocorax carbo,12,12,0,0
4103,Avian coronavirus,Ardea cinerea,4,4,0,0
4104,Avian coronavirus,Mareca americana,1,1,0,0
4105,Avian coronavirus,Dendrocygna javanica,1,1,0,0
4106,Avian coronavirus,Ardeola bacchus,9,9,0,0
4107,Alphainfluenzavirus influenzae,Pica hudsonia,24,24,0,0
4108,Chicken astrovirus,Columbidae,10,10,0,0
4109,Orthoflavivirus usutuense,Caprimulgus europaeus,2,2,0,0
4110,Orthoflavivirus usutuense,Streptopelia decaocto,1,1,0,0
4111,Orthoflavivirus usutuense,Alectoris rufa,1,1,0,0
4112,Duck flavivirus strain YY5,Anas platyrhynchos,3,3,0,0
4113,Alphainfluenzavirus influenzae,Onychoprion fuscatus,9,9,0,0
4114,Chicken parvovirus Ch_114_10,Gallus gallus,1,1,0,0
4115,Avastrovirus 2,Anser anser,1,1,0,0
4116,Yaounde-like virus Ave-Ghana/2007,Aves,1,1,0,0
4117,Metapneumovirus avis,Columba livia,7,7,0,0
4118,Metapneumovirus avis,Dendrocygna viduata,1,1,0,0
4119,Metapneumovirus avis,Neochen jubata,1,1,0,0
4120,Metapneumovirus avis,Penelope superciliaris,1,1,0,0
4121,Metapneumovirus avis,Psittacara leucophthalmus,1,1,0,0
4122,Metapneumovirus avis,Anas bahamensis,3,3,0,0
4123,Flavivirus CJD05/CHN/2010,Gallus gallus,2,2,0,0
4124,Flavivirus duck/SD/CHN/2010,Anatidae,1,1,0,0
4125,Chicken parvovirus 458/HRV/2010,Gallus gallus,1,1,0,0
4126,Chicken parvovirus 92/HRV/2009,Gallus gallus,1,1,0,0
4127,Chicken parvovirus 109/HRV/2009,Gallus gallus,1,1,0,0
4128,Chicken parvovirus 404/HRV/2010,Gallus gallus,1,1,0,0
4129,Chicken parvovirus 399/HRV/2010,Gallus gallus,1,1,0,0
4130,Chicken parvovirus 478/HRV/2010,Gallus gallus,1,1,0,0
4131,Duck hemorrhagic ovaritis virus,Anatidae,2,2,0,0
4132,Alphainfluenzavirus influenzae,Melanitta nigra,18,18,0,0
4133,Orthoflavivirus nilense,Laridae,2,2,0,1
4134,Alphainfluenzavirus influenzae,Anastomus oscitans,40,40,0,0
4135,Alphainfluenzavirus influenzae,Polysticta stelleri,104,104,0,0
4136,Metaavulavirus yucaipaense,Meleagris gallopavo,4,4,0,0
4137,Turkey parvovirus Croatia/Munt/2010,Meleagris gallopavo,1,1,0,0
4138,Chicken parvovirus Cro/Glog/2010,Gallus gallus,1,1,0,0
4139,Paraavulavirus wisconsinense,Aves,2,2,0,0
4140,Fowlpox virus,Chrysolophus pictus,4,4,0,0
4141,Fowlpox virus,Pavo cristatus,4,4,0,0
4142,Fowlpox virus,Lophura nycthemera,2,2,0,0
4143,Fowlpox virus,Passeridae,2,2,0,0
4144,Avipoxvirus India/07/2009,Spilopelia senegalensis,2,2,0,0
4145,Avipoxvirus India/08/2009,Columba palumbus,2,2,0,0
4146,Avipoxvirus E00/RD,Passer domesticus,1,1,0,0
4147,Avipoxvirus E00/S5,Passer domesticus,1,1,0,0
4148,Avipoxvirus E00/U5,Passer domesticus,1,1,0,0
4149,Avipoxvirus E00/UN,Passer domesticus,1,1,0,0
4150,Avipoxvirus E00/VS,Passer domesticus,1,1,0,0
4151,Avipoxvirus ID8501092,Burhinus oedicnemus,1,1,0,0
4152,Avipoxvirus ID8964,Fringilla coelebs,1,1,0,0
4153,Avipoxvirus ID2757,Leptotila rufaxilla,1,1,0,0
4154,Avipoxvirus ID8926,Loxia curvirostra,1,1,0,0
4155,Avipoxvirus ID9801,Passer domesticus,1,1,0,0
4156,Avipoxvirus ID9081,Pyrrhula pyrrhula griseiventris,1,1,0,0
4157,Avipoxvirus ID2701,Streptopelia orientalis,1,1,0,0
4158,Avipoxvirus Pat/07,Periparus ater,1,1,0,0
4159,Avipoxvirus 2A205643,Chloris chloris,1,1,0,0
4160,Avipoxvirus N624124,Sylvia atricapilla,1,1,0,0
4161,Avipoxvirus EX8221,Cyanistes caeruleus,1,1,0,0
4162,Mardivirus gallidalpha2,Anas platyrhynchos,2,2,0,0
4163,Mardivirus gallidalpha2,Anas acuta,1,1,0,0
4164,Mardivirus gallidalpha2,Anas poecilorhyncha,2,2,0,0
4165,Pigeon picornavirus A,Columbidae,1,1,0,0
4166,Feral pigeon astrovirus,Columbidae,3,3,0,0
4167,Wood pigeon astrovirus,Columbidae,1,1,0,0
4168,Parvovirus partridge/PA147/ITA/2008,Perdix perdix,1,1,0,0
4169,Gammapolyomavirus anseris,Cairina moschata,2,2,0,2
4170,Orthobornavirus alphapsittaciforme,Amazona farinosa,1,1,0,0
4171,Orthobornavirus alphapsittaciforme,Amazona viridigenalis,1,1,0,0
4172,Orthobornavirus alphapsittaciforme,Primolius auricollis,1,1,0,0
4173,Chicken astrovirus,Anatidae,1,1,0,0
4174,Fregata magnificens herpesvirus,Fregata magnificens,1,1,0,0
4175,Birnavirus sp.,Gallus gallus,2,2,0,0
4176,Avipoxvirus pigeon/CAPM V-101/CZE/1965,Columba livia,2,2,0,0
4177,Avipoxvirus canary/PT-44463/Portugal/2010,Serinus canaria,1,1,0,0
4178,Avipoxvirus Spilornis cheela/Taiwan/2008,Spilornis cheela,1,1,0,0
4179,Calicivirus chicken/V0013/Bayern/2004,Gallus gallus,1,1,0,0
4180,Calicivirus chicken/V0027/Bayern/2004,Gallus gallus,1,1,0,0
4181,Avipoxvirus Pox7379,Chlorodrepanis virens,1,1,0,0
4182,Avipoxvirus Pox10291,Chlorodrepanis virens,1,1,0,0
4183,Avipoxvirus Pox10302,Chlorodrepanis virens,1,1,0,0
4184,Avipoxvirus Pox10588,Chlorodrepanis virens,1,1,0,0
4185,Avipoxvirus Pox10643,Chlorodrepanis virens,1,1,0,0
4186,Avipoxvirus Pox10716,Chlorodrepanis virens,1,1,0,0
4187,Avipoxvirus Pox11408,Chlorodrepanis virens,1,1,0,0
4188,Avipoxvirus Pox11458,Chlorodrepanis virens,1,1,0,0
4189,Avipoxvirus PoxHAAM26,Chlorodrepanis virens,1,1,0,0
4190,Avipoxvirus Pox12717,Chlorodrepanis virens,1,1,0,0
4191,Avipoxvirus Pox13916,Chlorodrepanis virens,1,1,0,0
4192,Avipoxvirus PoxPV013.3,Chlorodrepanis virens,1,1,0,0
4193,Iltovirus psittacidalpha1,Amazona aestiva,7,7,0,0
4194,Iltovirus psittacidalpha1,Anodorhynchus hyacinthinus,1,1,0,0
4195,Iltovirus psittacidalpha1,Psittacara leucophthalmus,5,5,0,0
4196,Iltovirus psittacidalpha1,Eupsittula aurea,4,4,0,0
4197,Iltovirus psittacidalpha1,Forpus xanthopterygius,1,1,0,0
4198,Iltovirus psittacidalpha1,Pyrrhura cruentata,1,1,0,0
4199,Iltovirus psittacidalpha1,Trichoglossus haematodus,1,1,0,0
4200,Iltovirus psittacidalpha1,Pionites leucogaster,2,2,0,0
4201,Iltovirus psittacidalpha1,Psittacula krameri,1,1,0,0
4202,Iltovirus psittacidalpha1,Amazona amazonica,1,1,0,0
4203,Chicken parvovirus Ch5596_7/2010/HUN,Gallus gallus,1,1,0,0
4204,Chicken parvovirus Ch5596_10/2010/HUN,Gallus gallus,1,1,0,0
4205,Chicken parvovirus Ch5596_13/2010/HUN,Gallus gallus,1,1,0,0
4206,Chicken parvovirus Ch5596_18/2010/HUN,Gallus gallus,1,1,0,0
4207,Turkey parvovirus Tu33/2010/HUN,Meleagris gallopavo,1,1,0,0
4208,Turkey parvovirus Tu762/2009/HUN,Meleagris gallopavo,1,1,0,0
4209,Chicken parvovirus Ch1515/2007/HUN,Gallus gallus,1,1,0,0
4210,Chicken parvovirus Ch189/2009/HUN,Gallus gallus,1,1,0,0
4211,Chicken parvovirus Ch538/2009/HUN,Gallus gallus,1,1,0,0
4212,Chicken parvovirus Ch841_3/2009/HUN,Gallus gallus,1,1,0,0
4213,Chicken parvovirus Ch852/2009/HUN,Gallus gallus,1,1,0,0
4214,Chicken parvovirus Ch1514/2007/HUN,Gallus gallus,1,1,0,0
4215,Avipoxvirus HNPV/NZL/2002,Hemiphaga novaeseelandiae,1,1,0,0
4216,Avipoxvirus TNPV6/NZL/2009,Thinornis novaeseelandiae,1,1,0,0
4217,Avipoxvirus PCcPV2/NZL/2007,Philesturnus carunculatus,1,1,0,0
4218,Avipoxvirus TNPV3/NZL/2007,Thinornis novaeseelandiae,1,1,0,0
4219,Avipoxvirus PCcPV1/NZL/2006,Philesturnus carunculatus,1,1,0,0
4220,Avipoxvirus TVPV2/NZL/2008,Tadorna variegata,1,1,0,0
4221,Avipoxvirus HUPV1/NZL/1992,Haematopus unicolor,1,1,0,0
4222,Avipoxvirus PTPV/NZL/2005,Petroica traversi,1,1,0,0
4223,Avipoxvirus PAPV/NZL/2002,Petroica longipes,1,1,0,0
4224,Avipoxvirus TPPV/NZL/2002,Turdus philomelos,1,1,0,0
4225,Avipoxvirus ZLPV1/NZL/2007,Zosterops lateralis,1,1,0,0
4226,Circovirus parrot,Poicephalus gulielmi massaicus,7,7,0,5
4227,Circovirus parrot,Amazona sp.,2,2,0,2
4228,Alphainfluenzavirus influenzae,Zoothera dauma,1,1,0,0
4229,Fowlpox virus,Philesturnus carunculatus,1,1,0,0
4230,Fowlpox virus,Thinornis novaeseelandiae,2,2,0,0
4231,Fowlpox virus,Haematopus unicolor,1,1,0,0
4232,Canarypox virus,Thinornis novaeseelandiae,1,1,0,0
4233,Iltovirus psittacidalpha1,Psittacidae,17,17,0,0
4234,Parvovirus USP400-9A/Brazil/2010,Gallus gallus,1,1,0,0
4235,Parvovirus USP400-8A/Brazil/2010,Gallus gallus,1,1,0,0
4236,Parvovirus USP400-4B/Brazil/2010,Gallus gallus,1,1,0,0
4237,Parvovirus USP400-2B/Brazil/2010,Gallus gallus,1,1,0,0
4238,Parvovirus USP371-4/Brazil/2009,Gallus gallus,1,1,0,0
4239,Parvovirus USP371-1/Brazil/2009,Gallus gallus,1,1,0,0
4240,Parvovirus USP369-E/Brazil/2009,Gallus gallus,1,1,0,0
4241,Parvovirus USP369-D/Brazil/2009,Gallus gallus,1,1,0,0
4242,Parvovirus USP391-2/Brazil/2009,Gallus gallus,1,1,0,0
4243,Eastern equine encephalitis virus,Phasianinae,15,15,0,0
4244,Eastern equine encephalitis virus,Mimidae,6,6,0,0
4245,Eastern equine encephalitis virus,Eudocimus albus,6,6,0,0
4246,Megrivirus C,Meleagris gallopavo,1,1,0,0
4247,Goose adenovirus Y81G4,Anser sp.,2,2,0,0
4248,Herpesvirus goose/GAV08/Poland/2008,Anser,1,1,0,0
4249,Circovirus pigeon,Gallus gallus,1,1,0,1
4250,Avipoxvirus flamingo/KD09/ZAF,Phoeniconaias minor,1,1,0,0
4251,Common buzzard alphaherpesvirus,Buteo buteo,1,1,0,0
4252,Avian coronavirus,Larus hyperboreus,1,1,0,0
4253,Avian coronavirus,Calidris mauri,1,1,0,0
4254,Avian coronavirus,Branta bernicla,3,3,0,0
4255,Avian coronavirus,Larus glaucescens,1,1,0,0
4256,Avian coronavirus,Calidris ptilocnemis,4,4,0,0
4257,Avian coronavirus,Anser caerulescens,1,1,0,0
4258,Fowl adenovirus HR4,Gallus gallus,1,1,0,0
4259,Fowl adenovirus HR3,Gallus gallus,1,1,0,0
4260,Fowl adenovirus HR2,Gallus gallus,1,1,0,0
4261,Fowl adenovirus HR1,Gallus gallus,1,1,0,0
4262,Alphainfluenzavirus influenzae,Aechmophorus occidentalis,8,8,0,0
4263,Metaavulavirus yucaipaense,Mareca strepera,2,2,0,1
4264,Metaavulavirus yucaipaense,Turdus migratorius,2,2,0,0
4265,Metaavulavirus yucaipaense,Crithagra mozambica,1,1,0,0
4266,Metaavulavirus yucaipaense,Accipitridae,1,1,0,0
4267,Metaavulavirus yucaipaense,Fringillidae,5,5,0,1
4268,Metaavulavirus yucaipaense,Phasianinae,2,2,0,0
4269,Metaavulavirus yucaipaense,Passeriformes,1,1,0,0
4270,Alphainfluenzavirus influenzae,Amazona oratrix,8,8,0,0
4271,Orthoflavivirus louisense,Hypocnemis cantator,1,1,0,0
4272,Orthoflavivirus louisense,Isleria hauxwelli,1,1,0,0
4273,Orthoflavivirus louisense,Geotrygon montana,1,1,0,0
4274,Orthoflavivirus louisense,Conopophaga aurita,1,1,0,0
4275,Orthoflavivirus louisense,Myiobius barbatus,1,1,0,0
4276,Orthoflavivirus louisense,Philydor erythrocercum,1,1,0,0
4277,Orthoflavivirus louisense,Gallus gallus,5,5,0,0
4278,Orthoflavivirus louisense,Saltator maximus,1,1,0,0
4279,Avipoxvirus white-tailed eagle/Hokkaido/JPN/2004,Haliaeetus albicilla,1,1,0,0
4280,Passerivirus A,Turdus hortulorum,1,1,0,1
4281,Alphainfluenzavirus influenzae,Laniidae,8,8,0,0
4282,Alphainfluenzavirus influenzae,Pionus menstruus,1,1,0,0
4283,Chicken parvovirus 347/HUN/2008,Gallus gallus,1,1,0,0
4284,Chicken parvovirus 348/HUN/2008,Gallus gallus,1,1,0,0
4285,Chicken parvovirus 528/HUN/2009,Gallus gallus,1,1,0,0
4286,Chicken parvovirus A1/HUN/2009,Gallus gallus,1,1,0,0
4287,Chicken parvovirus ABU/HUN/2009,Gallus gallus,1,1,0,0
4288,Chicken parvovirus B1/HUN/2009,Gallus gallus,1,1,0,0
4289,Orthoavulavirus newyorkense,Mareca penelope,1,1,0,0
4290,Orthoavulavirus newyorkense,Anas acuta,1,1,0,0
4291,Alphainfluenzavirus influenzae,Empidonax alnorum,1,1,0,0
4292,Alphainfluenzavirus influenzae,Icteria virens,1,1,0,0
4293,Alphainfluenzavirus influenzae,Piranga ludoviciana,4,4,0,0
4294,Alphainfluenzavirus influenzae,Catharus ustulatus,6,6,0,0
4295,Alphainfluenzavirus influenzae,Empidonax difficilis,1,1,0,0
4296,Alphainfluenzavirus influenzae,Geothlypis tolmiei,2,2,0,0
4297,Alphainfluenzavirus influenzae,Catharus guttatus,1,1,0,0
4298,Alphainfluenzavirus influenzae,Contopus sordidulus,1,1,0,0
4299,Alphainfluenzavirus influenzae,Passerella iliaca,1,1,0,0
4300,Alphainfluenzavirus influenzae,Bombycilla cedrorum,1,1,0,0
4301,Alphainfluenzavirus influenzae,Catharus fuscescens,1,1,0,0
4302,Alphainfluenzavirus influenzae,Parkesia noveboracensis,1,1,0,0
4303,Alphainfluenzavirus influenzae,Junco hyemalis,2,2,0,0
4304,Alphainfluenzavirus influenzae,Regulus satrapa,1,1,0,0
4305,Alphainfluenzavirus influenzae,Setophaga auduboni,1,1,0,0
4306,Alphainfluenzavirus influenzae,Thryomanes bewickii,1,1,0,0
4307,Alphainfluenzavirus influenzae,Melospiza melodia,1,1,0,0
4308,Metaavulavirus hongkongense,Anas,1,1,0,0
4309,Fort Morgan virus,Passer domesticus,27,27,0,0
4310,Cyclovirus NG_chicken11,Gallus gallus,1,1,0,0
4311,Cyclovirus NG_chicken12,Gallus gallus,1,1,0,0
4312,Cyclovirus NG_chicken13,Gallus gallus,1,1,0,0
4313,Cyclovirus NG_chicken14,Gallus gallus,1,1,0,0
4314,Cyclovirus NG_chicken15,Gallus gallus,1,1,0,0
4315,Cyclovirus NG_chicken16,Gallus gallus,1,1,0,0
4316,Circovirus NG_chicken17,Gallus gallus,1,1,0,0
4317,Cyclovirus NG_chicken18,Gallus gallus,1,1,0,0
4318,Cyclovirus NG_chicken19,Gallus gallus,1,1,0,0
4319,Cyclovirus NG_chicken2,Gallus gallus,1,1,0,0
4320,Circovirus NG_chicken20,Gallus gallus,1,1,0,0
4321,Circovirus NG_chicken21,Gallus gallus,1,1,0,0
4322,Cyclovirus NG_chicken22,Gallus gallus,1,1,0,0
4323,Cyclovirus NG_chicken23,Gallus gallus,1,1,0,0
4324,Cyclovirus NG_chicken24,Gallus gallus,1,1,0,0
4325,Circovirus NG_chicken25,Gallus gallus,1,1,0,0
4326,Cyclovirus NG_chicken26,Gallus gallus,1,1,0,0
4327,Cyclovirus NG_chicken3,Gallus gallus,1,1,0,0
4328,Cyclovirus NG_chicken31,Gallus gallus,1,1,0,0
4329,Cyclovirus NG_chicken32,Gallus gallus,1,1,0,0
4330,Circovirus NG_chicken33,Gallus gallus,1,1,0,0
4331,Cyclovirus NG_chicken36,Gallus gallus,1,1,0,0
4332,Cyclovirus NG_chicken37,Gallus gallus,1,1,0,0
4333,Circovirus NG_chicken38,Gallus gallus,1,1,0,0
4334,Circovirus NG_chicken39,Gallus gallus,1,1,0,0
4335,Circovirus NG_chicken5,Gallus gallus,1,1,0,0
4336,Cyclovirus NG_chicken6,Gallus gallus,1,1,0,0
4337,Cyclovirus NG_chicken7,Gallus gallus,1,1,0,0
4338,Cyclovirus NG_chicken8,Gallus gallus,1,1,0,0
4339,Cyclovirus NG_chicken9,Gallus gallus,1,1,0,0
4340,Orthoavulavirus javaense,Amaurornis phoenicurus,1,1,0,1
4341,Orthoavulavirus javaense,Rallus aquaticus,1,1,0,1
