,Organism Name,Species,Host,Total Count,GenBank Count,RefSeq Count,Completed Count
27594,Influenza A virus (A/Canada goose/Wisconsin/474847-4/2006(H5N2)),Alphainfluenzavirus influenzae,Branta canadensis,8,8,0,0
27595,Influenza A virus (A/tundra swan/Alaska//480410/2007(H5N2)),Alphainfluenzavirus influenzae,Cygnus columbianus,8,8,0,0
27596,Influenza A virus (A/gadwall/California/490899/2007(H5N2)),Alphainfluenzavirus influenzae,Mareca strepera,7,7,0,0
27597,Influenza A virus (A/northern pintail/California/491335/2007(H5N2)),Alphainfluenzavirus influenzae,Anas acuta,8,8,0,0
27598,Influenza A virus (A/yellow-headed Amazon/California/500658/2007(H5N2)),Alphainfluenzavirus influenzae,Amazona oratrix,8,8,0,0
27599,Influenza A virus (A/wild bird/Wisconsin/433163-2/2006(H5N2)),Alphainfluenzavirus influenzae,Aves,7,7,0,0
27600,Influenza A virus (A/wild bird/Wisconsin/439436/2006(H5N2)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27601,Influenza A virus (A/white front goose/Alaska//445210/2006(H5N2)),Alphainfluenzavirus influenzae,Anser albifrons,7,7,0,0
27602,Influenza A virus (A/mallard/NV/449567-1/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27603,Influenza A virus (A/mallard/NV/449567-2/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27604,Influenza A virus (A/mallard/NV/449567-4/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27605,Influenza A virus (A/mallard/NV/449567-5/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27606,Influenza A virus (A/mallard/NV/450206/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27607,Influenza A virus (A/mallard/NV/450206-2/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,6,6,0,0
27608,Influenza A virus (A/mallard/NV/453350-8/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,7,7,0,0
27609,Influenza A virus (A/Canada goose/Alaska//453648/2006(H5N2)),Alphainfluenzavirus influenzae,Branta canadensis,8,8,0,0
27610,Influenza A virus (A/mallard/Washington/456273-3/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27611,Influenza A virus (A/wild bird/Wisconsin/433163-1/2006(H5N2)),Alphainfluenzavirus influenzae,Aves,7,7,0,0
27612,Influenza A virus (A/wild bird/Wisconsin/439436-2/2006(H5N2)),Alphainfluenzavirus influenzae,Aves,7,7,0,0
27613,Influenza A virus (A/avian/Saudi Arabia/910134/2006(H9N2)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27614,Influenza A virus (A/avian/Saudi Arabia/910135/2006(H9N2)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27615,Influenza A virus (A/avian/Saudi Arabia/910136/2006(H9N2)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27616,Influenza A virus (A/avian/Egypt/920431/2006(H9N2)),Alphainfluenzavirus influenzae,Aves,7,7,0,0
27617,Influenza A virus (A/avian/Hong Kong/2065/2007(H5N1)),Alphainfluenzavirus influenzae,Aves,7,7,0,0
27618,Influenza A virus (A/avian/Hong Kong/0719/2007(H5N1)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27619,Influenza A virus (A/avian/Hong Kong/0828/2007(H5N1)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27620,Influenza A virus (A/avian/Hong Kong/2372/2007(H5N1)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27621,Influenza A virus (A/avian/Hong Kong/1993/2007(H5N1)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27622,Influenza A virus (A/muscovy duck/Bac Ninh/07-69/2007(H5N1)),Alphainfluenzavirus influenzae,Cairina moschata,8,8,0,0
27623,Influenza A virus (A/duck/Soc Trang/07-25/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27624,Influenza A virus (A/duck/Vinh Long/07-26/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27625,Influenza A virus (A/duck/Can Tho/07-28/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27626,Influenza A virus (A/chicken/Nam Dinh/07-32/2007(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27627,Influenza A virus (A/duck/Hai Duong/07-40/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27628,Influenza A virus (A/chicken/Cao Bang/07-42/2007(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27629,Influenza A virus (A/muscovy duck/Ha Nam/07-47/2007(H5N1)),Alphainfluenzavirus influenzae,Cairina moschata,8,8,0,0
27630,Influenza A virus (A/duck/Phu Tho/07-48/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27631,Influenza A virus (A/duck/Nghe An/07-49/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,7,7,0,0
27632,Influenza A virus (A/duck/Ha Tinh/07-53/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27633,Influenza A virus (A/duck/Nam Dinh/07-55/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,7,7,0,0
27634,Influenza A virus (A/duck/Mong Cai/07-58/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27635,Influenza A virus (A/muscovy duck/Bac Gieng/07-66/2007(H5N1)),Alphainfluenzavirus influenzae,Cairina moschata,8,8,0,0
27636,Influenza A virus (A/duck/Ninh Binh/07-68/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27637,Influenza A virus (A/chicken/Bac Giang/07-74/2007(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27638,Influenza A virus (A/chicken/Ha Nam/07-83/2007(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27639,Influenza A virus (A/muscovy duck/Ha Nam/07-84/2007(H5N1)),Alphainfluenzavirus influenzae,Cairina moschata,8,8,0,0
27640,Influenza A virus (A/muscovy duck/Son La/07-85/2007(H5N1)),Alphainfluenzavirus influenzae,Cairina moschata,8,8,0,0
27641,Influenza A virus (A/duck/Thai Ninh/07-86/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27642,Influenza A virus (A/muscovy duck/Nam Dinh/07-87/2007(H5N1)),Alphainfluenzavirus influenzae,Cairina moschata,8,8,0,0
27643,Influenza A virus (A/duck/Nam Dinh/07-88/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27644,Influenza A virus (A/chicken/Thai Binh/07-89/2007(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27645,Influenza A virus (A/muscovy duck/Thai Binh/07-90/2007(H5N1)),Alphainfluenzavirus influenzae,Cairina moschata,8,8,0,0
27646,Influenza A virus (A/duck/Nam Dinh/07-91/2007(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27647,Influenza A virus (A/chicken/Saudi Arabia/EPD-22-01/2002(H9N2)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27648,Influenza A virus (A/sanderling/Delaware/882/2002(H2N1)),Alphainfluenzavirus influenzae,Calidris alba,7,7,0,0
27649,Influenza A virus (A/ruddy turnstone/New Jersey/888/2002(H2N1)),Alphainfluenzavirus influenzae,Arenaria interpres,7,7,0,0
27650,Influenza A virus (A/ruddy turnstone/Delaware/96/2002(H2N9)),Alphainfluenzavirus influenzae,Arenaria interpres,7,7,0,0
27651,Influenza A virus (A/ruddy turnstone/Delaware/288/2002(H2N9)),Alphainfluenzavirus influenzae,Arenaria interpres,7,7,0,0
27652,Influenza A virus (A/ruddy turnstone/New Jersey/398/2002(H2N9)),Alphainfluenzavirus influenzae,Arenaria interpres,7,7,0,0
27653,Influenza A virus (A/ruddy turnstone/Delaware/576/2002(H2N9)),Alphainfluenzavirus influenzae,Arenaria interpres,7,7,0,0
27654,Influenza A virus (A/ruddy turnstone/New Jersey/954/2002(H2N9)),Alphainfluenzavirus influenzae,Arenaria interpres,7,7,0,0
27655,Influenza A virus (A/ruddy turnstone/New Jersey/980/2002(H2N9)),Alphainfluenzavirus influenzae,Arenaria interpres,7,7,0,0
27656,Influenza A virus (A/ruddy turnstone/Delaware/1234/2002(H2N9)),Alphainfluenzavirus influenzae,Arenaria interpres,7,7,0,0
27657,Influenza A virus (A/ruddy turnstone/Delaware/1252/2002(H2N9)),Alphainfluenzavirus influenzae,Arenaria interpres,7,7,0,0
27658,Influenza A virus (A/mallard/Minnesota/6/2000(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,5,5,0,0
27659,Influenza A virus (A/pintail/Minnesota/431/1999(H6N2)),Alphainfluenzavirus influenzae,Anas acuta,2,2,0,0
27660,Influenza A virus (A/ruddy turnstone/Delaware/649/2002(H6N4)),Alphainfluenzavirus influenzae,Arenaria interpres,2,2,0,0
27661,Influenza A virus (A/sanderling/Delaware/654/2002(H6N4)),Alphainfluenzavirus influenzae,Calidris alba,3,3,0,0
27662,Influenza A virus (A/mallard/Minnesota/327/1998(H6N8)),Alphainfluenzavirus influenzae,Anas platyrhynchos,3,3,0,0
27663,Influenza A virus (A/ruddy turnstone/New Jersey/171/2006(H7N3)),Alphainfluenzavirus influenzae,Arenaria interpres,7,7,0,0
27664,Influenza A virus (A/ruddy turnstone/New Jersey/224/2006(H7N3)),Alphainfluenzavirus influenzae,Arenaria interpres,1,1,0,0
27665,Influenza A virus (A/red knot/New Jersey/96/2006(H7N3)),Alphainfluenzavirus influenzae,Calidris canutus,7,7,0,0
27666,Influenza A virus (A/sanderling/New Jersey/125/2006(H7N3)),Alphainfluenzavirus influenzae,Calidris alba,7,7,0,0
27667,Influenza A virus (A/mallard/Maryland/178/2002(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27668,Influenza A virus (A/mallard/Maryland/307/2002(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,6,6,0,0
27669,Influenza A virus (A/mallard/Maryland/321/2002(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,6,6,0,0
27670,Influenza A virus (A/mallard/Maryland/322/2002(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,6,6,0,0
27671,Influenza A virus (A/mallard/Maryland/334/2002(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,6,6,0,0
27672,Influenza A virus (A/chicken/Iran/450/2001(H9N2)),Alphainfluenzavirus influenzae,Gallus gallus,2,2,0,0
27673,Influenza A virus (A/mallard/Bavaria/185-8/2008(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27674,Influenza A virus (A/mallard/Bavaria/185-26/2008(H1N1)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27675,Influenza A virus (A/duck/Hunan/8-19/2009(H4N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27676,Influenza A virus (A/swan/Slovenia/53/2009(H7N7)),Alphainfluenzavirus influenzae,Cygnus olor,8,8,0,0
27677,Influenza A virus (A/Anas crecca/Spain/1460/2008(H7N9)),Alphainfluenzavirus influenzae,Anas crecca,9,9,0,0
27678,Influenza A virus (A/goose/Czech Republic/1848-T14/2009(H7N9)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27679,Influenza A virus (A/mallard/Czech Republic/12652/2007(H4N6)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27680,Influenza A virus (A/mallard/Czech Republic/15902-17K/2009(H6N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27681,Influenza A virus (A/chicken/Shandong/A1/2009(H9N2)),Alphainfluenzavirus influenzae,Gallus gallus,2,2,0,0
27682,Influenza A virus (A/Guinea fowl/Oregon/459674-5/2006(H5N2)),Alphainfluenzavirus influenzae,Numididae,8,8,0,0
27683,Influenza A virus (A/waterfowl/Minnesota/459675/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27684,Influenza A virus (A/wild bird/Minnesota/460613-12/2006(H5N2)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27685,Influenza A virus (A/mallard/Oregon/461067-2/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27686,Influenza A virus (A/tundra swan/Alaska/462958/2006(H5N2)),Alphainfluenzavirus influenzae,Cygnus columbianus,8,8,0,0
27687,Influenza A virus (A/duck/Minnesota/462960-2/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27688,Influenza A virus (A/green winged teal/Iowa/463990-3/2006(H5N2)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27689,Influenza A virus (A/American wigeon/Iowa/463993/2006(H5N2)),Alphainfluenzavirus influenzae,Mareca americana,8,8,0,0
27690,Influenza A virus (A/American wigeon/Iowa/463998/2006(H5N2)),Alphainfluenzavirus influenzae,Mareca americana,8,8,0,0
27691,Influenza A virus (A/green winged teal/Ohio/464069/2006(H5N2)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27692,Influenza A virus (A/mallard/Minnesota/464334/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27693,Influenza A virus (A/mallard/Indiana/465297-2/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27694,Influenza A virus (A/mallard/Michigan/466372-3/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27695,Influenza A virus (A/mallard/Michigan/466547-5/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27696,Influenza A virus (A/snow goose/Montana/466771-4/2006(H5N2)),Alphainfluenzavirus influenzae,Anser caerulescens,8,8,0,0
27697,Influenza A virus (A/mallard/Ohio/468158/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27698,Influenza A virus (A/mallard/Ohio/468159-4/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27699,Influenza A virus (A/green winged teal/Ohio/468160/2006(H5N2)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27700,Influenza A virus (A/northern pintail/Utah/469648/2006(H5N2)),Alphainfluenzavirus influenzae,Anas acuta,8,8,0,0
27701,Influenza A virus (A/northern pintail/California/469993/2006(H5N2)),Alphainfluenzavirus influenzae,Anas acuta,8,8,0,0
27702,Influenza A virus (A/mallard/Kentucky/472048-2/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27703,Influenza A virus (A/Canada goose/Wyoming/473197-10/2006(H5N2)),Alphainfluenzavirus influenzae,Branta canadensis,8,8,0,0
27704,Influenza A virus (A/Canada goose/Wyoming/473197-12/2006(H5N2)),Alphainfluenzavirus influenzae,Branta canadensis,8,8,0,0
27705,Influenza A virus (A/mallard/Arkansas/473507-1/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27706,Influenza A virus (A/mallard/Arkansas/473507-9/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27707,Influenza A virus (A/Canada goose/Texas/475000-3/2006(H5N2)),Alphainfluenzavirus influenzae,Branta canadensis,8,8,0,0
27708,Influenza A virus (A/Canada goose/New York/475813-2/2007(H5N2)),Alphainfluenzavirus influenzae,Branta canadensis,8,8,0,0
27709,Influenza A virus (A/waterfowl/Colorado/476466/2007(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27710,Influenza A virus (A/waterfowl/Colorado/476466-2/2007(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27711,Influenza A virus (A/waterfowl/Colorado/476466-3/2007(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27712,Influenza A virus (A/mallard/Louisiana/476670-4/2007(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27713,Influenza A virus (A/white front goose/Alaska/477003/2007(H5N2)),Alphainfluenzavirus influenzae,Anser albifrons,8,8,0,0
27714,Influenza A virus (A/northern pintail/Florida/480645-5/2007(H5N2)),Alphainfluenzavirus influenzae,Anas acuta,8,8,0,0
27715,Influenza A virus (A/tundra swan/Alaska/442960/2006(H5N2)),Alphainfluenzavirus influenzae,Cygnus columbianus,8,8,0,0
27716,Influenza A virus (A/duck/Pennsylvania/446080-6/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27717,Influenza A virus (A/duck/Pennsylvania/446080-7/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27718,Influenza A virus (A/white front goose/Alaska/446843/2006(H5N2)),Alphainfluenzavirus influenzae,Anser albifrons,8,8,0,0
27719,Influenza A virus (A/mallard/Nevada/449567-3/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27720,Influenza A virus (A/mallard/Nevada/450206-4/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27721,Influenza A virus (A/tundra swan/Alaska/450959/2006(H5N2)),Alphainfluenzavirus influenzae,Cygnus columbianus,8,8,0,0
27722,Influenza A virus (A/mallard/Idaho/455398-2/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27723,Influenza A virus (A/mallard/Washington/456277-7/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27724,Influenza A virus (A/mallard/Washington/456277-2/2006(H5N2)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27725,Influenza A virus (A/waterfowl/Colorado/457952-2/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27726,Influenza A virus (A/green winged teal/Delaware/458672-5/2006(H5N2)),Alphainfluenzavirus influenzae,Anas carolinensis,8,8,0,0
27727,Influenza A virus (A/wild bird/Minnesota/459254-5/2006(H5N2)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27728,Influenza A virus (A/waterfowl/Colorado/443593/2006(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27729,Influenza A virus (A/wild bird/Minnesota/460613/2006(H5N2)),Alphainfluenzavirus influenzae,Aves,8,8,0,0
27730,Influenza A virus (A/duck/New York/504372/2007(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27731,Influenza A virus (A/duck/Ohio/470655/2007(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27732,Influenza A virus (A/quail/New York/501360/2007(H5N2)),Alphainfluenzavirus influenzae,Galliformes,8,8,0,0
27733,Influenza A virus (A/duck/New York/504371/2007(H5N2)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27734,Influenza A virus (A/mallard/Montana/458329-2/2006(H5N3)),Alphainfluenzavirus influenzae,Anas platyrhynchos,8,8,0,0
27735,Influenza A virus (A/duck/Cambodia/D2KP/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,7,7,0,0
27736,Influenza A virus (A/duck/Cambodia/D2KC/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,7,7,0,0
27737,Influenza A virus (A/chicken/Cambodia/LC/2006(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27738,Influenza A virus (A/duck/Cambodia/D14AL/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27739,Influenza A virus (A/duck/Cambodia/D1PV/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27740,Influenza A virus (A/duck/Cambodia/D3PV/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27741,Influenza A virus (A/duck/Cambodia/D1KC167/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,7,7,0,0
27742,Influenza A virus (A/duck/Cambodia/D2KC167/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27743,Influenza A virus (A/duck/Cambodia/D3KC167/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,6,6,0,0
27744,Influenza A virus (A/duck/Cambodia/D4KC167/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,7,7,0,0
27745,Influenza A virus (A/duck/Cambodia/D5KC167/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,8,8,0,0
27746,Influenza A virus (A/duck/Cambodia/D3KP/2006(H5N1)),Alphainfluenzavirus influenzae,Anatidae,6,6,0,0
27747,Influenza A virus (A/chicken/Cambodia/013LC1b/2005(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,7,7,0,0
27748,Influenza A virus (A/chicken/Cambodia/022LC1b/2005(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27749,Influenza A virus (A/chicken/Cambodia/022LC3b/2005(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27750,Influenza A virus (A/chicken/Cambodia/047LC3b/2005(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27751,Influenza A virus (A/chicken/Cambodia/047LC4/2005(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,6,6,0,0
27752,Influenza A virus (A/chicken/Cambodia/LC1AL/2007(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27753,Influenza A virus (A/chicken/Cambodia/LC3AL/2007(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,8,8,0,0
27754,Influenza A virus (A/chicken/Egypt/095723v/2009(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
27755,Influenza A virus (A/chicken/Egypt/095941v/2009(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
27756,Influenza A virus (A/goose/Egypt/09134sml/2009(H5N1)),Alphainfluenzavirus influenzae,Anatidae,1,1,0,0
27757,Influenza A virus (A/chicken/Egypt/1050ss/2010(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
27758,Influenza A virus (A/duck/Egypt/103swf/2010(H5N1)),Alphainfluenzavirus influenzae,Anatidae,1,1,0,0
27759,Influenza A virus (A/duck/Egypt/1022/2010(H5N1)),Alphainfluenzavirus influenzae,Anatidae,1,1,0,0
27760,Influenza A virus (A/chicken/Egypt/1036/2010(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
27761,Influenza A virus (A/chicken/Egypt/1012sf/2010(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
27762,Influenza A virus (A/duck/Egypt/1020sd/2010(H5N1)),Alphainfluenzavirus influenzae,Anatidae,1,1,0,0
27763,Influenza A virus (A/duck/Egypt/1097s/2010(H5N1)),Alphainfluenzavirus influenzae,Anatidae,1,1,0,0
27764,Influenza A virus (A/goose/Egypt/1057/2010(H5N1)),Alphainfluenzavirus influenzae,Anatidae,1,1,0,0
27765,Influenza A virus (A/chicken/Egypt/1052g/2010(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
27766,Influenza A virus (A/duck/Egypt/1068s/2010(H5N1)),Alphainfluenzavirus influenzae,Anatidae,1,1,0,0
27767,Influenza A virus (A/duck/Egypt/106d/2010(H5N1)),Alphainfluenzavirus influenzae,Anatidae,1,1,0,0
27768,Influenza A virus (A/chicken/Egypt/10189s/2010(H5N1)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
