pathogen,pathogenID,eid2UpdatedVirusID,host,hostID,order,fromSequence,fromPublication,strongest evidence type,strongest evidence,included
rhinolophus ferrumequinum betaherpesvirus 2,27271410,27271410,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
rhinolophus ferrumequinum coronavirus,27785053,27785053,myotis daubentonii,3563007,chiroptera,1,0,sequence (EID2),isolation,1
rhinolophus ferrumequinum coronavirus,27785053,27785053,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
rhinolophus ferrumequinum paramyxovirus,27755953,27755953,rhinolophus ferrumequinum,3494231,chiroptera,1,0,sequence (EID2),isolation,1
rhinolophus hipposideros betaherpesvirus 1,27741057,27741057,rhinolophus hipposideros,3524426,chiroptera,1,0,sequence (EID2),isolation,1
rhinolophus hipposideros coronavirus,27785055,27785055,rhinolophus hipposideros,3524426,chiroptera,1,0,sequence (EID2),isolation,1
rhinolophus monoceros coronavirus,27498740,27498740,rhinolophus monoceros,3642474,chiroptera,1,0,sequence (EID2),isolation,1
rhinolophus pearsoni bunyavirus,26302896,26302896,rhinolophus pearsonii,3660000,chiroptera,1,0,sequence (EID2),isolation,1
rhinolophus pusillus adenovirus,2108209,29394414,rhinolophus pusillus,3633429,chiroptera,0,1,isolation,isolation,1
rhinolophus pusillus astrovirus,2108208,29394416,rhinolophus pusillus,3633429,chiroptera,0,1,isolation,isolation,1
rhinolophus pusillus norovirus,2108212,29394418,rhinolophus pusillus,3633429,chiroptera,0,1,isolation,isolation,1
rhinolophus sinicus astrovirus 1,1195369,29394420,rhinolophus sinicus,3546014,chiroptera,0,1,isolation,isolation,1
rhinovirus a,3622611,3622611,homo sapiens,3433574,primates,1,24,sequence (EID2),isolation,1
rhinovirus a,3622611,3622611,mus musculus,3434366,rodentia,1,0,sequence (EID2),isolation,1
rhinovirus b,3622612,3622612,homo sapiens,3433574,primates,1,30,sequence (EID2),isolation,1
rhinovirus c,3905854,3905854,homo sapiens,3433574,primates,1,4,sequence (EID2),isolation,1
rhinovirus c,3905854,3905854,pan troglodytes,3433558,primates,1,0,sequence (EID2),isolation,1
rhopapillomavirus 1,3750238,26552991,trichechus manatus,3433876,sirenia,1,2,sequence (EID2),isolation,0
rhopapillomavirus 2,27556939,29395542,trichechus manatus,3433876,sirenia,1,0,sequence (EID2),isolation,0
rift valley fever phlebovirus,3436428,28923096,aepyceros melampus,3434082,ruminantia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,antidorcas marsupialis,3494315,ruminantia,0,1,PCR,PCR,1
rift valley fever phlebovirus,3436428,28923096,arvicanthis niloticus,3497193,rodentia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,bos indicus,3434103,ruminantia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,bos taurus,3434101,ruminantia,1,82,sequence (EID2),isolation,1
rift valley fever phlebovirus,3436428,28923096,camelus dromedarius,3433981,tylopoda,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,capra hircus,3434115,ruminantia,1,56,sequence (EID2),isolation,1
rift valley fever phlebovirus,3436428,28923096,cavia porcellus,3434442,rodentia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,ceratotherium simum,3433928,perissodactyla,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,connochaetes gnou,3494325,ruminantia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,connochaetes taurinus,3434119,ruminantia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,diceros bicornis,3433924,perissodactyla,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,giraffa camelopardalis,3434076,ruminantia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,hipposideros abae,3714626,chiroptera,0,1,Isolation,isolation,1
rift valley fever phlebovirus,3436428,28923096,hipposideros caffer,3759833,chiroptera,1,0,sequence (EID2),isolation,1
rift valley fever phlebovirus,3436428,28923096,homo sapiens,3433574,primates,1,51,sequence (EID2),isolation,1
rift valley fever phlebovirus,3436428,28923096,kobus ellipsiprymnus,3434164,ruminantia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,lama pacos,3445626,tylopoda,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,lemniscomys griselda,3913850,rodentia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,litocranius walleri,3510409,ruminantia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,mastomys erythroleucus,3462326,rodentia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,mastomys huberti,3598979,rodentia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,mesocricetus auratus,3434286,rodentia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,micaelamys namaquensis,3913847,rodentia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,micropteropus pusillus,3524457,chiroptera,1,1,sequence (EID2),isolation,1
rift valley fever phlebovirus,3436428,28923096,miniopterus schreibersii,3433300,chiroptera,0,1,Isolation,isolation,1
rift valley fever phlebovirus,3436428,28923096,ovis aries,3434136,ruminantia,1,119,sequence (EID2),isolation,1
rift valley fever phlebovirus,3436428,28923096,rattus rattus,3434407,rodentia,0,1,Isolation,isolation,1
rift valley fever phlebovirus,3436428,28923096,rhabdomys pumilio,3598982,rodentia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,syncerus caffer,3434174,ruminantia,1,11,sequence (EID2),isolation,1
rift valley fever phlebovirus,3436428,28923096,tragelaphus imberbis,3434146,ruminantia,0,1,antibodies,serelogy,1
rift valley fever phlebovirus,3436428,28923096,tragelaphus oryx,3434142,ruminantia,0,1,antibodies,serelogy,1
rinderpest morbillivirus,3436152,3436152,bos indicus,3434103,ruminantia,0,1,clinical; antibodies,serelogy,1
rinderpest morbillivirus,3436152,3436152,bos taurus,3434101,ruminantia,1,209,sequence (EID2),isolation,1
rinderpest morbillivirus,3436152,3436152,camelus dromedarius,3433981,tylopoda,0,1,antibodies,serelogy,1
rinderpest morbillivirus,3436152,3436152,capra hircus,3434115,ruminantia,1,86,sequence (EID2),isolation,1
rinderpest morbillivirus,3436152,3436152,giraffa camelopardalis,3434076,ruminantia,1,0,sequence (EID2),isolation,1
rinderpest morbillivirus,3436152,3436152,oryctolagus cuniculus,3434201,lagomorpha,1,0,sequence (EID2),isolation,1
rinderpest morbillivirus,3436152,3436152,oryx leucoryx,3459038,ruminantia,0,1,antibodies,serelogy,1
rinderpest morbillivirus,3436152,3436152,ovis aries,3434136,ruminantia,0,1,PCR,PCR,1
rinderpest morbillivirus,3436152,3436152,syncerus caffer,3434174,ruminantia,0,1,antibodies,serelogy,1
rinderpest morbillivirus,3436152,3436152,tragelaphus imberbis,3434146,ruminantia,0,1,PCR,PCR,1
rinderpest morbillivirus,3436152,3436152,tragelaphus oryx,3434142,ruminantia,0,1,PCR,PCR,1
ring tailer lemur adenovirus,2301517,29048016,lemur catta,3433321,primates,0,1,Isolation,Isolation,1
ringed seal herpesvirus,27553413,27553413,pusa hispida,3433764,carnivora,1,0,sequence (EID2),isolation,1
rio bravo virus,3502559,3502559,homo sapiens,3433574,primates,0,1,antibodies,serelogy,1
rio grande virus,4022315,29395476,bradypus variegatus,3433160,pilosa,0,1,antibodies,serelogy,1
rio grande virus,4022315,29395476,choloepus hoffmanni,3433164,pilosa,0,1,antibodies,serelogy,1
rio grande virus,4022315,29395476,neotoma micropus,3573675,rodentia,1,0,sequence (EID2),isolation,1
rio mamore hantavirus,3472149,3472149,bolomys lasiurus,3445763,rodentia,1,2,sequence (EID2),isolation,1
rio mamore hantavirus,3472149,3472149,holochilus sciureus,3545462,rodentia,1,1,sequence (EID2),isolation,1
rio mamore hantavirus,3472149,3472149,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
rio mamore hantavirus,3472149,3472149,mesocricetus auratus,3434286,rodentia,0,1,isolation,isolation,1
rio mamore hantavirus,3472149,3472149,oligoryzomys fornesi,3689443,rodentia,1,3,sequence (EID2),isolation,1
rio mamore hantavirus,3472149,3472149,oligoryzomys microtis,3474080,rodentia,1,7,sequence (EID2),isolation,1
rio negro virus,3787098,3787098,akodon azarae,3443352,rodentia,1,0,sequence (EID2),isolation,1
rio segundo hantavirus,3455314,3455314,peromyscus mexicanus,3488677,rodentia,0,1,antibodies,serelogy,1
rio segundo hantavirus,3455314,3455314,reithrodontomys creper,3775494,rodentia,0,1,antibodies,serelogy,1
rio segundo hantavirus,3455314,3455314,reithrodontomys mexicanus,3545562,rodentia,1,1,sequence (EID2),isolation,1
rio segundo hantavirus,3455314,3455314,reithrodontomys sumichrasti,3545470,rodentia,0,1,antibodies,serelogy,1
rio segundo hantavirus,3455314,3455314,zygodontomys cherriei,3688063,rodentia,0,1,antibodies,serelogy,1
rockport orthohantavirus,24583980,29395106,scalopus aquaticus,3513490,eulipotyphla,1,1,sequence (EID2),isolation,1
rodent adenovirus,2050010,28923116,cricetulus barabensis,3784809,rodentia,1,0,sequence (EID2),isolation,1
rodent adenovirus,2050010,28923116,eothenomys custos,3723988,rodentia,1,0,sequence (EID2),isolation,1
rodent adenovirus,2050010,28923116,rattus norvegicus,3434405,rodentia,1,0,sequence (EID2),isolation,1
rodent adenovirus,2050010,28923116,spermophilus dauricus,3564629,rodentia,1,0,sequence (EID2),isolation,1
rodent arterivirus,27467906,27467906,chinchilla lanigera,3451511,rodentia,1,0,sequence (EID2),isolation,1
rodent arterivirus,27467906,27467906,eothenomys inez,24329868,rodentia,1,0,sequence (EID2),isolation,1
rodent arterivirus,27467906,27467906,neodon clarkei,3742032,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,apodemus agrarius,3458388,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,apodemus chevrieri,3605852,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,apodemus peninsulae,3573952,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,apodemus sylvaticus,3434424,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,bandicota indica,3899148,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,cricetulus barabensis,3784809,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,eothenomys custos,3723988,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,hybomys univittatus,3513566,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,lasiopodomys gregalis,26210363,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,meriones meridianus,3726229,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,microtus fortis,3566421,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,mus caroli,3434364,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,mus musculus,3434366,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,mus pahari,3434372,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,myodes rufocanus,3960288,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,neodon clarkei,3742032,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,niviventer eha,3871100,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,niviventer niviventer,3535991,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,rattus andamanensis,3510060,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,rattus flavipectus,3510054,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,rattus losea,3510056,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,rattus nitidus,3945467,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,rattus norvegicus,3434405,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,rattus rattus,3434407,rodentia,1,0,sequence (EID2),isolation,1
rodent astrovirus,1914442,28923118,rattus tanezumi,3452800,rodentia,0,1,isolation,isolation,1
rodent astrovirus,1914442,28923118,tscherskia triton,3784808,rodentia,1,0,sequence (EID2),isolation,1
rodent cardiovirus,2069371,29048070,rattus rattus,3434407,rodentia,1,0,sequence (EID2),isolation,1
rodent hantavirus,26205328,26205328,apodemus agrarius,3458388,rodentia,1,0,sequence (EID2),isolation,1
rodent hantavirus,26205328,26205328,apodemus peninsulae,3573952,rodentia,1,0,sequence (EID2),isolation,1
rodent hantavirus,26205328,26205328,chinchilla lanigera,3451511,rodentia,1,0,sequence (EID2),isolation,1
rodent hantavirus,26205328,26205328,dipus sagitta,3518503,rodentia,1,0,sequence (EID2),isolation,1
rodent hantavirus,26205328,26205328,eothenomys eva,24329869,rodentia,1,0,sequence (EID2),isolation,1
rodent hantavirus,26205328,26205328,lasiopodomys gregalis,26210363,rodentia,1,0,sequence (EID2),isolation,1
rodent hantavirus,26205328,26205328,myodes rutilus,3968664,rodentia,1,0,sequence (EID2),isolation,1
rodent hantavirus,26205328,26205328,niviventer niviventer,3535991,rodentia,1,0,sequence (EID2),isolation,1
rodent hantavirus,26205328,26205328,rattus norvegicus,3434405,rodentia,1,0,sequence (EID2),isolation,1
rodent hepacivirus,25871291,25871291,chaetodipus hispidus,3457786,rodentia,1,0,sequence (EID2),isolation,1
rodent hepacivirus,25871291,25871291,myodes glareolus,3891106,rodentia,1,0,sequence (EID2),isolation,1
rodent hepacivirus,25871291,25871291,neotoma lepida,3488497,rodentia,1,0,sequence (EID2),isolation,1
rodent hepacivirus,25871291,25871291,peromyscus maniculatus,3434295,rodentia,1,0,sequence (EID2),isolation,1
rodent hepacivirus,25871291,25871291,rattus norvegicus,3434405,rodentia,1,0,sequence (EID2),isolation,1
rodent hepacivirus,25871291,25871291,rhabdomys pumilio,3598982,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,apodemus agrarius,3458388,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,baiomys musculus,3683106,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,cricetulus migratorius,3434278,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,liomys pictus,3779132,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,lophuromys sikapusi,3535583,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,micaelamys namaquensis,3913847,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,microtus agrestis,3443349,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,microtus arvalis,3472720,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,myodes glareolus,3891106,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,oryzomys couesi,3633910,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,reithrodontomys fulvescens,3488493,rodentia,1,0,sequence (EID2),isolation,1
rodent hepatovirus,27088382,27088382,sigmodon mascotensis,3464369,rodentia,1,0,sequence (EID2),isolation,1
rodent paramyxovirus,27578400,27578400,apodemus peninsulae,3573952,rodentia,1,0,sequence (EID2),isolation,1
rodent paramyxovirus,27578400,27578400,eliurus minor,3577528,rodentia,1,0,sequence (EID2),isolation,1
rodent paramyxovirus,27578400,27578400,eliurus tanala,3577532,rodentia,1,0,sequence (EID2),isolation,1
rodent paramyxovirus,27578400,27578400,rattus norvegicus,3434405,rodentia,1,0,sequence (EID2),isolation,1
rodent paramyxovirus,27578400,27578400,rattus rattus,3434407,rodentia,1,0,sequence (EID2),isolation,1
rodent pegivirus,25870182,29395478,neotoma lepida,3488497,rodentia,1,0,sequence (EID2),isolation,1
rodent pegivirus,25870182,29395478,peromyscus maniculatus,3434295,rodentia,1,0,sequence (EID2),isolation,1
rodent protoparvovirus 1,3435425,26302952,cricetulus griseus,3434272,rodentia,0,1,isolation,isolation,1
rodent protoparvovirus 1,3435425,26302952,mesocricetus auratus,3434286,rodentia,1,2,sequence (EID2),isolation,1
rodent protoparvovirus 1,3435425,26302952,mus musculus,3434366,rodentia,1,6,sequence (EID2),isolation,1
rodent protoparvovirus 1,3435425,26302952,rattus norvegicus,3434405,rodentia,0,1,Isolation,isolation,1
rodent torque teno virus 1,27864476,27864476,apodemus sylvaticus,3434424,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 1,27864476,27864476,microtus agrestis,3443349,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 1,27864476,27864476,myodes glareolus,3891106,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 2,27584525,27584525,apodemus sylvaticus,3434424,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 2,27584525,27584525,microtus agrestis,3443349,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 2,27584525,27584525,rattus norvegicus,3434405,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 3,2054610,28923126,akodon cursor,3443354,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 3,2054610,28923126,akodon montensis,3575432,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 3,2054610,28923126,bolomys lasiurus,3445763,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 3,2054610,28923126,oligoryzomys nigripes,3454993,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 3,2054610,28923126,rattus norvegicus,3434405,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 4,2054611,28923128,akodon montensis,3575432,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 4,2054611,28923128,bolomys lasiurus,3445763,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 4,2054611,28923128,calomys tener,3635718,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 4,2054611,28923128,mus musculus,3434366,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 4,2054611,28923128,oligoryzomys nigripes,3454993,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 5,2054612,29048086,akodon montensis,3575432,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 6,2054613,29048088,oligoryzomys nigripes,3454993,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 7,2054614,29048090,akodon montensis,3575432,rodentia,1,0,sequence (EID2),isolation,1
rodent torque teno virus 8,2054615,29048092,oligoryzomys nigripes,3454993,rodentia,1,0,sequence (EID2),isolation,1
rosavirus a,26310408,26310408,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
rosavirus b,27501990,27501990,rattus norvegicus,3434405,rodentia,1,0,sequence (EID2),isolation,1
rosavirus c,27725003,27725003,niviventer coninga,3809711,rodentia,1,0,sequence (EID2),isolation,1
rosavirus c,27725003,27725003,niviventer fulvescens,3536024,rodentia,1,0,sequence (EID2),isolation,1
rosavirus c,27725003,27725003,rattus andamanensis,3510060,rodentia,1,0,sequence (EID2),isolation,1
