,Species,NCBI Taxon ID,Order,Family,Genus,envelope,circular,double_stranded,rna,segmented,positive_sense,negative_sense,size,gc,genes,budding,lysis,release_other,cytoplasm,CE_clathrin,CE_receptor,CE_glycoproteins,CE_other
1494,Wigfec virus K19_467,2986035,8.0,14.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2232.0,45.5,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1495,Avian megrivirus,2986276,20.0,32.0,66.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9594.0,47.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1496,duck egg-reducing syndrome virus,2987487,20.0,32.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9042.0,41.5,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1497,Waterbird gammacoronavirus 1,2992309,15.0,11.0,37.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1498,trumpeter swan calicivirus,2992313,20.0,7.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8368.0,52.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1499,Duck circovirus 3,2994410,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1755.0,50.5,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1500,Avian associated picorna-like virus 13,2996207,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1501,Avian associated picorna-like virus 14,2996208,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1502,Avian associated picorna-like virus 15,2996209,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1503,Avian associated picorna-like virus 16,2996210,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1504,Avian associated picorna-like virus 17,2996211,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1505,Avian associated picorna-like virus 18,2996212,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1506,Avian associated picorna-like virus 19,2996213,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1507,Avian associated picorna-like virus 20,2996214,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1508,Avian associated picorna-like virus 21,2996215,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1509,Avian associated picorna-like virus 22,2996216,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1510,Avian associated picorna-like virus 23,2996217,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1511,Avian associated picorna-like virus 24,2996218,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1512,Avian associated picorna-like virus 25,2996219,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1513,Avian associated picorna-like virus 26,2996220,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1514,Avian associated picorna-like virus 27,2996221,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1515,Avian associated calicivirus 5,2996223,20.0,7.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1516,Avian associated hepe-like virus 10,2996224,10.0,17.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1517,Avian associated hepe-like virus 7,2996225,10.0,17.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1518,Avian associated hepe-like virus 8,2996226,10.0,17.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1519,Avian associated hepe-like virus 9,2996227,10.0,17.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1520,Toutouwai hepatovirus,2996228,20.0,32.0,53.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1521,Zebra finch hepacivirus 1,3004181,0.0,13.0,52.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1522,Zebra finch hepacivirus 2,3004182,0.0,13.0,52.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1523,Cooks petrelpox virus,3019552,4.0,35.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1524,Yellow-eyed penguin gyrovirus,3021812,,3.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1525,Bird parvovirus,3029445,19.0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1526,black-headed gull deltacoronavirus,3031139,15.0,11.0,29.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1527,common gull deltacoronavirus,3031140,15.0,11.0,29.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1528,common gull gammacoronavirus,3031141,15.0,11.0,37.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1529,Fregata magnificens alphaherpesvirus 1,3040023,11.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0
1530,Tawny frogmouth aviadenovirus A,3042372,23.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1531,Psittacid alphaherpesvirus 6,3042376,11.0,23.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1532,Psittaciform aveparvovirus,3042447,19.0,28.0,10.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1533,Psittaciform parvoviridae sp.,3042448,19.0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1534,Psittacine picornavirus,3042449,20.0,32.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1535,Metapneumovirus avis,3047384,14.0,33.0,68.0,1.0,0.0,0.0,1.0,,0.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1536,Orthoflavivirus bagazaense,3047385,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1537,Circovirus parrot,3047561,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1538,Circovirus canary,3047720,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1952.0,51.5,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1539,Gyrovirus chickenanemia,3047743,,3.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1540,Cyclovirus adie,3047744,5.0,10.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1760.0,44.5,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1541,Cyclovirus naahoohai,3047745,5.0,10.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1778.0,41.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1542,Cyclovirus kacsa,3047812,5.0,10.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1902.0,49.5,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1543,Circovirus duck,3047813,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1991.0,51.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1544,Circovirus finch,3047835,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1962.0,54.5,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1545,Circovirus goose,3047842,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1821.0,49.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1546,Circovirus gull,3047861,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2035.0,51.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1547,Cyclovirus nhanloai,3047966,5.0,10.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1548,Avibirnavirus gumboroense,3048151,,5.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5898.0,53.5,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1549,Orthoflavivirus israelense,3048154,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1550,Orthoflavivirus japonicum,3048158,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1551,Orthoflavivirus loupingi,3048184,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1552,Circovirus penguin,3048261,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1988.0,50.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1553,Orthoflavivirus powassanense,3048287,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1554,Circovirus raven,3048293,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1898.0,51.5,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1555,Orthoflavivirus saumarezense,3048314,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1556,Mardivirus spheniscidalpha1,3048326,11.0,23.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,164540.0,45.5,86.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1557,Circovirus starling,3048341,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2063.0,50.5,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1558,Circovirus swan,3048350,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1783.0,51.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1559,Orthoflavivirus tembusu,3048360,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10990.0,49.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1560,Orthoflavivirus usutuense,3048443,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1561,Orthoflavivirus wesselsbronense,3048447,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1562,Orthoflavivirus nilense,3048448,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1563,Circovirus zebrafinch,3048458,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1982.0,56.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1564,Mardivirus anatidalpha1,3049524,11.0,23.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,158091.0,45.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1565,Apapanepox virus,3049969,4.0,35.0,16.0,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1566,Condorpox virus,3049970,4.0,35.0,16.0,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1567,Mardivirus columbidalpha1,3050267,11.0,23.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,204237.0,61.5,130.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1568,Cyvirus cyprinidallo3,3050271,11.0,2.0,27.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1569,Iltovirus gallidalpha1,3050286,11.0,23.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,152975.0,48.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1570,Mardivirus gallidalpha2,3050287,11.0,23.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,177874.0,44.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1571,Mardivirus gallidalpha3,3050288,11.0,23.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,165994.0,53.5,124.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1572,Mardivirus meleagridalpha1,3050320,11.0,23.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,159160.0,47.5,79.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1573,Circovirus pigeon,3050342,5.0,10.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2037.0,55.5,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1574,Iltovirus psittacidalpha1,3050344,11.0,23.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,163025.0,61.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1575,Oriental turtle dovepox virus,3051319,4.0,35.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1576,Metaavulavirus galliense,3051365,14.0,26.0,67.0,1.0,0.0,0.0,1.0,,0.0,1.0,17412.0,39.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1577,Metaavulavirus japanense,3051366,14.0,26.0,67.0,1.0,0.0,0.0,1.0,,0.0,1.0,15444.0,43.5,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1578,Metaavulavirus peixense,3051367,14.0,26.0,67.0,1.0,0.0,0.0,1.0,,0.0,1.0,14964.0,40.5,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1579,Metaavulavirus yucaipaense,3051368,14.0,26.0,67.0,1.0,0.0,0.0,1.0,,0.0,1.0,14904.0,47.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1580,Metaavulavirus kazakhstanense,3051369,14.0,26.0,67.0,1.0,0.0,0.0,1.0,,0.0,1.0,15954.0,40.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1581,Metaavulavirus taiwanense,3051370,14.0,26.0,67.0,1.0,0.0,0.0,1.0,,0.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1582,Metaavulavirus kunitachiense,3051371,14.0,26.0,67.0,1.0,0.0,0.0,1.0,,0.0,1.0,17262.0,40.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1583,Metaavulavirus hongkongense,3051372,14.0,26.0,67.0,1.0,0.0,0.0,1.0,,0.0,1.0,16236.0,46.5,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1584,Metaavulavirus tennessense,3051373,14.0,26.0,67.0,1.0,0.0,0.0,1.0,,0.0,1.0,15480.0,39.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1585,Metaavulavirus delawarense,3051374,14.0,26.0,67.0,1.0,0.0,0.0,1.0,,0.0,1.0,15342.0,41.5,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1586,Orthoavulavirus javaense,3051375,14.0,26.0,77.0,1.0,0.0,0.0,1.0,,0.0,1.0,15192.0,47.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1587,Orthoavulavirus italiense,3051376,14.0,26.0,77.0,1.0,0.0,0.0,1.0,,0.0,1.0,15312.0,45.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1588,Orthoavulavirus japanense,3051377,14.0,26.0,77.0,1.0,0.0,0.0,1.0,,0.0,1.0,16146.0,42.5,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1589,Orthoavulavirus upoense,3051378,14.0,26.0,77.0,1.0,0.0,0.0,1.0,,0.0,1.0,15180.0,44.5,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1590,Orthoavulavirus borisense,3051379,14.0,26.0,77.0,1.0,0.0,0.0,1.0,,0.0,1.0,14926.0,46.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1591,Orthoavulavirus kopaiticense,3051380,14.0,26.0,77.0,1.0,0.0,0.0,1.0,,0.0,1.0,14931.0,50.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1592,Orthoavulavirus oneillense,3051381,14.0,26.0,77.0,1.0,0.0,0.0,1.0,,0.0,1.0,15017.0,50.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1593,Orthoavulavirus koreaense,3051382,14.0,26.0,77.0,1.0,0.0,0.0,1.0,,0.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1594,Orthoavulavirus newyorkense,3051383,14.0,26.0,77.0,1.0,0.0,0.0,1.0,,0.0,1.0,15438.0,44.5,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1595,Aveparvovirus columbid1,3051982,19.0,28.0,10.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1596,Aveparvovirus galliform1,3051983,19.0,28.0,10.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1597,Aveparvovirus gruiform1,3051984,19.0,28.0,10.0,0.0,0.0,1.0,0.0,,0.0,0.0,5515.0,54.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1598,Chaphamaparvovirus galliform1,3052106,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3539.0,40.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1599,Chaphamaparvovirus galliform2,3052107,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4432.0,39.5,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1600,Chaphamaparvovirus galliform3,3052108,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3661.0,39.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1601,Chaphamaparvovirus galliform4,3052109,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4428.0,42.5,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1602,Chaphamaparvovirus galliform5,3052110,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4348.0,42.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1603,Chaphamaparvovirus psittacine1,3052112,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4116.0,42.5,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1604,Lambdatorquevirus phoci5,3052274,,3.0,61.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1605,Morbillivirus canis,3052342,14.0,26.0,69.0,1.0,0.0,0.0,1.0,,0.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1606,Orthobunyavirus bataiense,3052371,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1607,Orthobunyavirus batamaense,3052372,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12447.0,36.5,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1608,Orthobunyavirus bunyamweraense,3052381,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1609,Orthobunyavirus gamboaense,3052393,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1610,Orthobunyavirus ingwavumaense,3052400,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12388.0,36.5,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1611,Orthobunyavirus manzanillaense,3052416,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1612,Orthobunyavirus matruhense,3052419,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12220.0,36.5,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1613,Orthobunyavirus mermetense,3052421,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12332.0,36.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1614,Orthobunyavirus sedlecense,3052438,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12532.0,36.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1615,Orthobunyavirus teteense,3052448,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12187.0,37.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1616,Orthobunyavirus thimiriense,3052449,3.0,29.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12418.0,36.5,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1617,Orthoflavivirus cacipacoreense,3052463,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10284.0,49.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1618,Orthoflavivirus encephalitidis,3052465,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1619,Orthoflavivirus louisense,3052468,0.0,13.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1620,Orthonairovirus bushkeyense,3052510,3.0,19.0,83.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1621,Orthonairovirus tunisense,3052539,3.0,19.0,83.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,18977.0,41.5,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1622,Paraavulavirus hongkongense,3052593,14.0,26.0,86.0,1.0,0.0,0.0,1.0,,0.0,1.0,15054.0,47.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1623,Paraavulavirus wisconsinense,3052594,14.0,26.0,86.0,1.0,0.0,0.0,1.0,,0.0,1.0,16182.0,42.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1624,Phlebovirus toscanaense,3052686,3.0,30.0,92.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1625,Uukuvirus uriae,3052810,3.0,30.0,110.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11455.0,42.5,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1626,Chaphamaparvovirus anseriform1,3059857,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4382.0,40.5,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1627,Chaphamaparvovirus anseriform2,3059858,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4302.0,39.5,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1628,Chaphamaparvovirus anseriform3,3059859,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387.0,39.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1629,Chaphamaparvovirus anseriform4,3059860,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4323.0,39.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1630,Chaphamaparvovirus anseriform5,3059861,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4231.0,41.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1631,Chaphamaparvovirus anseriform6,3059862,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4087.0,41.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1632,Chaphamaparvovirus avian1,3059863,19.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
